id	filename	md5	size	state
adb09650-986b-46ab-a843-d0d09180c07c	TCGA-AC-A62Y.83BCCC3C-0384-45CD-84B4-67E2EDE822EE.PDF	9572479baef3e2e51d379c42d9d60a9f	215505	released
e0dde288-e903-46c2-ba05-3dc2b4662a9b	nationwidechildrens.org_clinical.TCGA-BH-A0DQ.xml	40bf1bef505cdc815bb4c412f6245aba	89735	released
e6dcf1bf-44f6-43da-ae7b-2085c6819746	TCGA-C8-A1HJ.11F98715-1482-4D7D-9102-E362634806A7.PDF	7fc806650b02d5a48221446034e69e9d	348326	released
d9a484f0-8376-4c54-8232-b3956dbd54d1	nationwidechildrens.org_clinical.TCGA-AO-A03U.xml	b129c0b5f9f96a8accc9b57b179157f9	90437	released
702f2a1d-b92c-45d1-adb1-164a739b4080	nationwidechildrens.org_clinical.TCGA-C8-A1HL.xml	9d6a9baef959d8223b3375aaf2c8a28c	50832	released
27b0e747-777e-4aaa-b903-229d59d680be	TCGA-C8-A1HL.ACA6B606-681C-427F-8923-77BAA7390795.PDF	9ef18f0a7a8227567b87eeb449e25ac3	356379	released
1bd2a479-da63-4cee-a722-31570b97c254	nationwidechildrens.org_clinical.TCGA-BH-A1EY.xml	722e611cbc8ebd8e02535e69cf73fa2d	51014	released
1dc0ae7b-e257-4b0f-96cb-e0393944f48b	TCGA-BH-A1EY.2ED10396-96FF-4705-93AE-82FB9A80EC28.PDF	ea14988293c61ea1cf2d032cbbfab04e	79156	released
e85ad98d-b3b8-459f-8751-ee3bb79eb797	nationwidechildrens.org_clinical.TCGA-BH-A0W4.xml	8dad8fbb927e0c8e7aca1af32bd8ae87	50229	released
760b0a73-db22-45ef-9443-c9b9d33f42ec	nationwidechildrens.org_clinical.TCGA-BH-A5IZ.xml	52d0bf0b50c2c9403301cb100a243ca8	82420	released
36552b4c-c442-4f3e-a6e0-4c330d53274e	TCGA-AR-A5QN.A9015F6A-F6BB-4AC8-B681-099232A6DFAC.PDF	4439b347b15478172a151224630dad10	107371	released
a4a1afa8-8976-4987-8861-a7cf75b55789	nationwidechildrens.org_clinical.TCGA-B6-A0WZ.xml	b623580c87833dbd03550ec78978b266	75214	released
932f2f74-8d99-4a99-9f16-b611bd9adf81	nationwidechildrens.org_clinical.TCGA-AR-A5QN.xml	b689765daad76e1faf0e652a806232d7	102271	released
7f1bbf32-778d-4f85-8950-ae1c42d69f8f	TCGA-B6-A0WZ.B5B7CCDD-1ED2-437A-BDF0-684AF474A8A6.PDF	4c9820551798b718c358a002147e6d0c	109066	released
961d08bb-6aac-412a-a935-cadd564f6a30	TCGA-A2-A0D1.5DFA7970-3F68-4FC3-B2BA-5A42E866ECC3.PDF	bed6febb2aa5e426796c53c4bd65b7cb	186480	released
4322a353-38f9-4c0c-a7a2-930d80278c57	nationwidechildrens.org_clinical.TCGA-A1-A0SQ.xml	03d89c19c8012184bad6802c26be5026	60186	released
550a5cc1-69df-498b-86f3-45f7e94e95fc	TCGA-A1-A0SQ.92EE56BF-AAA0-438E-9244-780DBB2D9835.PDF	cc6c16a4277eb4ce107f661e8322c319	430321	released
e68e0d0c-bc48-42b0-b9d0-1bc147c166d0	nationwidechildrens.org_clinical.TCGA-GM-A3XN.xml	88c1d2e7b03f871a5d45d9db980acdde	100942	released
5ced3152-1848-4a32-a3db-053bb981a498	TCGA-GM-A3XN.E9A88E5B-4F50-4683-9C65-56CFCB15405E.PDF	bc009097314462d19900bc28479d88e4	193838	released
136c1c2e-474f-43d6-b020-756b3409a75f	TCGA-E2-A15E.57341F00-74F5-4015-B6D4-7BDED33F35A7.PDF	d2826fb141e3dbd5d9a3765a4fdf7ea0	160543	released
2d93c672-d43b-4ab6-b02b-f78e499cad7e	TCGA-LL-A7SZ.3FA5FACA-8A6B-4F42-A557-3B69866859E7.PDF	2ecdb4f2819acde36a4869cb1480fedf	215071	released
fabb590e-eaa6-40bd-a435-a79116d0c5c2	nationwidechildrens.org_clinical.TCGA-LL-A7SZ.xml	13c657b77fff3947c36168504ca77677	93705	released
078a3061-8dbe-4dfa-834d-180e7f9baf57	nationwidechildrens.org_clinical.TCGA-E2-A1LL.xml	4fa56130c27cbd4c69fb9af9bdb7b776	68983	released
a78a973a-c42f-4851-a63f-1660ae931439	TCGA-E2-A1LL.3327975F-94BE-460E-9900-E063340927BE.PDF	3e815bb10fb666f228380728b376a6a4	206274	released
79afe8ed-7e44-41fa-ba04-2dfc2286b6f1	nationwidechildrens.org_clinical.TCGA-BH-AB28.xml	f7a70f33f93fdf11de0464e4fc1a77e9	71759	released
c68d5dde-6199-40af-a55e-0aeec5321dda	TCGA-BH-AB28.3A87B5EE-D1AE-4D28-8F7A-3898AD4E0796.PDF	b4ed68b3425466a60377e39898928442	439570	released
d564b817-5477-4013-93df-931e1e21622a	TCGA-HN-A2NL.CC1EE9E0-BC1A-46ED-A262-7A2B9CC8BBB1.PDF	b0c23cac03db7c589b41b662b17bec04	57214	released
20ee9f05-9b03-41bf-8b85-178d7aaa56ae	TCGA-D8-A1JC.B4DB830F-BFA4-47F5-94C7-D95984315866.PDF	88de8bc658b8bbcf2a51292b757b7355	69650	released
